 Date, Latitude, Longitude, Zonal_Winds, Meridional_Winds, Humidity, Air_Temp, Sea_Surface_Temp
970130,2,-95.04,-1,4.2,83.9,25.41,26.35
970130,-2.01,-139.94,-7.4,0.3,74.7,26.05,26.16
970130,-1.97,-155.02,-7,-3.6,78.5,26.01,26.06
970130,-2,156,2.5,-3.1,75.8,27.73,29.74
970130,-1.93,164.33,2.9,1.3,81.7,28.02,29.96
970130,-2.17,-170.04,-6.6,-3.6,81.1,27.62,27.71
970130,-2,-179.99,-8.8,-1.1,71.6,28.56,28.64
970130,4.91,-139.84,-5.1,1.5,85.7,26.13,26.67
970130,4.99,-154.93,-4.7,-0.3,88.6,26.02,26.87
970130,4.99,156.07,-1.3,-3.4,79.6,28.4,29.76
970130,5.04,165,-5.4,-2.5,80.2,28.43,29.61
970130,-4.99,-110.02,-6.4,3.3,79,23.95,25.11
970130,-5,-139.91,-6.7,-1.2,74,26.32,26.77
970130,-4.98,-154.98,-4.3,-5.3,78.7,26.88,27.27
970130,-5.01,156.02,4.8,-3.1,80,28.17,29.72
970130,-4.99,-170,-5.8,-4.2,76.5,28.23,28.8
970130,-5.02,-179.9,-7,-1.2,73.4,28.8,29.2
970130,-5.01,-95.09,-3.9,2.3,76.1,24.48,25.23
970130,8.03,-125.01,-4.1,-1.1,83.4,24.89,26.46
970130,7.94,-154.99,-5.8,-5.7,82,27.33,28.01
970130,8.01,165.01,-5.4,-2.3,77.8,28.6,29.13
970130,8.01,-170.04,-8.4,-3.6,79.2,28.36,28.6
970130,-8.06,-109.92,-7.4,2.8,75.2,25.22,25.07
970130,-7.97,-125.01,-6.8,-0.6,77.4,25.64,25.82
970130,-8.28,-154.96,-3.6,-2.8,79.4,27.44,28.85
970130,-8.02,-170.03,-3.7,-2.1,75.4,28.64,29.34
970130,-8.03,-95.08,-4.9,3.6,81.5,24.64,25.06
970130,9,-140.28,-6.4,-5.9,88.2,25.38,25.78
970131,0.08,-110.01,-3,4.4,80.4,23.83,24.88
970131,0,-140.02,-7.2,-1,82,25.12,25.27
970131,0,-155.02,-7.9,-0.6,76.1,26.13,26.43
970131,0,165,-1.2,1.2,78.3,27.74,29.74
970131,-0.03,-170.05,-8.1,-0.6,74,27.29,27.37
970131,0,-179.92,-7.4,-1.5,74.3,27.83,28.31
970131,1.98,-125.05,-5.5,1.5,87.6,24.34,24.25
970131,2,164.96,-4,1.5,78.2,27.85,29.57
970131,1.99,-169.95,-7.6,-1.1,84.2,28.25,27.43
970131,2.01,-179.79,-7.9,1.2,72.7,28.73,28.59
970131,-2.01,-139.94,-7.8,0.2,74.3,26.13,26.18
970131,-1.97,-155.03,-7,-1.4,80.5,26.17,26.11
970131,-2,156,0.5,-2.5,74.6,28.69,29.78
970131,-1.93,164.33,-0.3,1.6,79.1,27.94,29.97
970131,-2.17,-170.03,-6.1,-4.1,80.3,27.62,27.7
970131,-2.01,-180,-7.1,-2.4,73.7,28.4,28.67
970131,4.92,-139.84,-6.9,0.5,89,25.39,26.78
970131,5,-154.91,-6,2,89.3,26.1,27.47
970131,5,156.07,-3.1,-3.8,80.7,28.32,29.77
970131,5.04,165,-4.5,3.3,79,28.19,29.55
970131,-4.99,-110.01,-7,1.1,81.7,23.95,25.15
970131,-4.99,-139.91,-6.1,-1.1,77.2,26.4,26.85
970131,-4.98,-154.99,-5.7,-3.6,78.3,26.92,27.17
970131,-5.01,156.01,3.8,-1.9,80,28.21,29.65
970131,-4.99,-170,-5.2,-3.9,72.9,28.23,28.67
970131,-5.02,-179.9,-5.5,-2.3,76.3,28.76,29.21
970131,-5.01,-95.09,-2.4,1.8,77.4,24.64,25.47
970131,8.03,-125.01,-2.3,1.5,81.4,24.65,26.47
970131,7.94,-154.99,-6.9,-7.3,81.2,27.49,27.96
970131,8.01,165.01,-3.9,-1.5,83.5,27.56,29.1
970131,8.02,-170.05,-8,-3.7,82.6,28.36,28.65
970131,-7.97,-125.02,-6.8,-2.1,78.2,25.6,25.71
970131,-8.28,-154.97,-4.2,-4.1,75.1,28.07,28.81
970131,-8.01,-170.03,-2.6,-3,77.1,28.08,29.37
970131,-8.02,-95.09,-4.1,3.5,83,24.72,25.15
970131,9,-140.28,-7.2,-5.8,83.6,25.26,25.78
970201,0.08,-110.01,-3.8,3.3,82.4,23.55,24.88
970201,0,-140.02,-7.1,-1,80.8,24.96,25.16
970201,0,-155.03,-7.2,1.1,80.1,26.21,26.43
970201,0,156.14,0.2,-2,78.7,27.48,29.39
970201,0,165,-3.3,-0.7,74.2,28.44,29.7
970201,-0.02,-170.05,-6.4,1.4,74.8,27.29,27.37
970201,0,-179.92,-6,-1.5,75.5,27.75,28.36
970201,1.98,-125.06,-6.3,0.6,85.7,24.46,24.25
970201,1.99,-154.98,-7.7,0.4,81,26.12,26.38
970201,2.02,156.02,-3.3,-2.4,86.5,27.69,29.65
970201,2,164.96,-4.9,-0.7,76.6,29.01,29.71
970201,1.99,-169.95,-5.8,0.1,88.4,27.51,27.74
970201,2.01,-179.79,-6.6,-0.6,76.4,28.77,28.73
970201,2,-95.04,0.3,4.4,83.5,25.57,26.26
970201,-2.01,-139.95,-7.3,-2,74.3,26.09,26.37
970201,-1.98,-155.03,-7.5,0.6,79.7,26.51,26.36
970201,-2,156,2.9,-0.4,81.3,27.61,29.76
970201,-2.16,-170.03,-5.6,-2.2,79.2,27.62,27.77
970201,-2.01,-179.99,-5.4,-3.4,71.6,28.28,28.72
970201,4.91,-139.84,-7.7,-1.5,82.5,26.41,27.01
970201,4.99,-154.91,-7.6,1.6,90.9,25.63,27.22
970201,5,156.07,-5.7,-3.5,83,28.01,29.58
970201,5.05,164.99,-3.7,-2.7,81.4,27.64,29.49
970201,-5,-110.01,-7.1,2.6,82.1,24.02,25.17
970201,-5,-139.91,-6.1,-4.3,76.8,26.13,26.83
970201,-4.98,-154.99,-7.2,-1.7,75.4,27.16,27.09
970201,-5.01,156.01,4,-1.4,78.8,28.83,29.66
970201,-4.99,-170,-3.9,-3.5,73.3,28.12,28.36
970201,-5.03,-179.9,-2.8,-5.3,72.6,28.76,29.24
970201,-5.01,-95.09,-2.5,3.9,79.1,24.8,25.52
970201,8.03,-125.01,-3.3,-3.4,82.2,24.25,26.53
970201,7.94,-154.99,-8.1,-6.1,77.5,27.21,27.84
970201,8,-170.04,-6.4,-5.2,79.2,28.36,28.71
970201,-8.05,-109.93,-7,2.7,79.3,25.34,25.14
970201,-7.97,-125.01,-6.8,-3.5,79,25.64,25.82
970201,-8.28,-154.97,-5.4,-2.7,73.6,28.26,28.76
970201,-8.01,-170.02,-0.1,-2.2,76.7,27.19,29.34
970201,-8.03,-95.09,-4.3,4.7,81.9,24.76,25.23
970201,8.99,-140.28,-6.8,-4.6,83.2,25.54,25.87
970202,0.09,-110.01,-2.8,3,85.2,23.43,24.28
970202,0,-140.02,-7.9,-0.9,79.7,24.93,25.08
970202,0,-155.03,-7.7,-0.7,78.9,26.25,26.4
970202,0,156.14,-4.9,-0.6,79.1,27.6,29.43
970202,0,165,-5.3,-2.5,70.1,29.13,29.74
970202,-0.01,-170.05,-6,2.6,76.4,27.09,27.36
970202,0,-179.92,-5.1,-1.9,77.9,27.67,28.51
970202,1.98,-125.06,-6.4,2.1,83,24.38,24.16
970202,1.99,-154.97,-8.4,0.5,78.9,26.2,26.37
970202,2.03,156.01,-5.9,0.7,85.8,27.85,29.5
970202,2,164.97,-5.3,-3.1,77.4,28.74,29.77
970202,1.99,-169.95,-5.8,0.1,89.1,27.04,27.88
970202,2.01,-179.79,-4.6,-1.4,78.9,28.57,29.04
970202,2,-95.04,0.1,3,88,25.34,26.44
970202,-2.01,-139.95,-8.3,-2.2,73.5,26.09,26.41
970202,-1.98,-155.03,-7.5,-0.5,80.1,26.63,26.64
970202,-2,156,-0.9,-1.1,80.9,27.52,29.71
970202,-1.93,164.33,-4.6,-2.1,80.2,28.1,29.98
970202,-2,-179.99,-3.9,-1.5,74.1,28.24,28.94
970202,4.91,-139.84,-7.9,-0.6,82.9,26.41,26.98
970202,4.99,-154.91,-7.1,0.9,87.8,26.3,26.96
970202,5,156.07,-7,-1.5,81.1,28.28,29.53
970202,-4.99,-110.01,-6.4,3.1,80.5,23.99,25.15
970202,-5,-139.91,-6.7,-4.2,77.6,26.13,26.58
970202,-4.98,-154.99,-5.8,-2.8,81.1,27.32,27.27
970202,-5.01,156.01,3.8,-2.8,78.4,28.44,29.67
970202,-4.99,-170,-4.6,-1,73.3,28.12,28.72
970202,-5.02,-179.9,-3,-3.7,70.1,28.6,29.35
970202,-5.01,-95.09,-2.5,3.3,80.3,24.64,25.59
970202,8.03,-125.01,-4.3,0,78.1,25.93,26.66
970202,7.94,-154.99,-7.6,-5.4,75.8,27.33,27.79
970202,8.02,165.01,-8,-4.9,77.8,28.76,29.15
970202,8.01,-170.04,-7.4,-4.8,80,28.05,28.65
970202,-8.06,-109.93,-7.2,2.6,77,25.3,25.1
970202,-7.96,-125.02,-7.2,-0.7,82.2,24.94,25.92
970202,-8.28,-154.96,-5.9,-1.8,77.4,28.34,28.81
970202,-8.01,-170.03,-2.2,-0.4,77.1,28.24,29.51
970202,-8.03,-95.09,-4.9,3.4,81.5,24.99,25.28
970202,9,-140.28,-6.7,-5.1,88.6,25.42,26.2
970203,0.08,-110.01,-2.4,3.3,84.4,23.23,23.82
970203,0,-140.02,-6.9,-2.4,79.9,24.89,25.06
970203,-0.01,156.15,-4.6,-0.1,73.2,28.94,29.51
970203,0,165,-5.4,-2.3,70.1,29.41,29.75
970203,-0.02,-170.05,-5.6,0.7,76,27.13,27.31
970203,0.01,-179.92,-6.5,0.4,79.1,27.58,28.29
970203,1.99,-125.07,-4.3,1.8,84.9,24.38,24.48
970203,1.99,-154.98,-7.7,-0.2,78.1,26.16,26.36
970203,2.03,156.02,-5.3,-1.2,84,28.63,29.58
970203,2.01,164.97,-5.5,-2,75.1,29.47,29.76
970203,1.99,-169.95,-6,1.6,79.3,28.25,27.86
970203,2.01,-179.79,-5.8,0.9,81.3,28.46,28.85
970203,-2.01,-139.95,-7.4,-2.6,73.1,26.09,26.36
970203,-1.98,-155.03,-7.5,-3.3,80.8,26.51,26.64
970203,-2,156.01,-2.2,0.1,76.9,28.69,30.03
970203,-1.94,164.33,-5.2,-3.2,76.1,29.36,29.97
970203,-2,-179.99,-6.1,-0.7,75.4,27.96,28.82
970203,4.92,-139.84,-6.2,-1.2,81.3,25.98,26.93
970203,4.99,-154.91,-6.9,1.3,87.8,26.34,26.74
970203,5,156.07,-5.8,-0.6,81.9,28.36,29.63
970203,5.04,165,-6.9,-1.9,78.6,29.14,29.59
970203,-5,-110.01,-4.5,1.1,79.8,23.75,25.28
970203,-5,-139.91,-6.8,-2.9,76.4,26.21,26.47
970203,-4.97,-154.99,-5.7,-4.8,82.4,27.12,27.55
970203,-5.01,156,2.1,-0.9,77.7,28.87,29.88
970203,-4.99,-170,-4.8,-0.9,77.3,28.39,28.76
970203,-5.02,-179.9,-4.8,-1.8,73.4,28.64,29.37
970203,-5.01,-95.09,-2.6,3.1,79.9,24.48,25.63
970203,8.03,-125.01,-3.4,-6.6,80.9,25.73,26.62
970203,7.95,-154.99,-7.8,-3.5,77.9,27.25,27.76
970203,8.01,165.01,-8.2,-3.3,83.9,28.32,29.06
970203,8.02,-170.04,-5.1,0.8,81.5,26.84,28.64
970203,-8.06,-109.93,-5.3,1.5,77,25.26,25.14
970203,-7.97,-125.02,-7.5,-0.1,78.6,25.72,26.05
970203,-8.28,-154.96,-6.5,-1.7,78.2,28.11,28.81
970203,-8.02,-95.09,-4.1,4.5,84.4,25.18,25.37
970203,9,-140.27,-7,-5.8,85.5,25.57,26.21
970204,0.08,-110.01,-1.7,4,86.8,23.47,23.83
970204,-0.01,-140.02,-7,-1.6,79.6,24.79,25.11
970204,-0.01,-155.04,-7.9,-3.2,78.1,26.05,26.45
970204,0,156.14,-2.5,0.7,74.1,28.47,29.49
970204,0,165,-3.7,-0.8,73.8,28.81,29.81
970204,-0.03,-170.05,-7.6,-3.9,74,27.25,27.27
970204,0.01,-179.92,-7.6,0,77.5,27.95,28.14
970204,1.98,-125.07,-1.5,3.4,86.1,24.46,24.74
970204,1.97,-154.96,-7.9,-1.6,78.9,26.12,26.35
970204,2.03,156.02,-3.8,-1,80,29.25,29.69
970204,2,164.97,-2,-0.6,83.3,28.04,29.78
970204,1.98,-169.95,-7.6,-2.5,81.2,28.21,27.86
970204,2.01,-179.79,-7.4,2.2,75.2,28.69,28.86
970204,2,-95.03,0.3,3.4,92.4,24.27,26.21
970204,-2.02,-139.95,-7.2,-3.9,73.9,25.81,26.38
970204,-1.98,-155.03,-7,-4,80.1,26.44,26.6
970204,-2,155.99,0.3,-0.4,81.6,27.56,29.75
970204,-1.94,164.33,-2.7,-0.9,79.1,28.85,30.08
970204,-2.16,-170.04,-5.2,-6.2,83.3,27.81,28.16
970204,-2,-179.99,-6.9,0.1,76.2,28.6,28.97
970204,4.91,-139.83,-5.5,-1,77.6,26.45,26.86
970204,4.99,-154.92,-7,0.7,85.8,26.58,26.79
970204,5,156.07,-3.7,-0.9,77.6,29.29,29.61
970204,-5,-110.01,-5,2.9,82.1,23.91,25.29
970204,-5,-139.91,-5.1,-4.2,79.6,25.81,26.29
970204,-4.98,-154.99,-5.2,-5.5,80.7,27.36,27.64
970204,-5.01,156.01,0.7,-0.3,79.2,28.64,29.91
970204,-5,165.21,-1.6,-0.9,73.9,28.7,30.07
970204,-4.99,-170,-4.6,-2.4,84.2,27.2,28.8
970204,-5.02,-179.9,-6.6,1.5,76.7,28.96,29.31
970204,-5.01,-95.09,-3.5,5.2,80.8,25.04,25.62
970204,8.03,-125.01,-3.2,-3.6,81.8,25.37,26.57
970204,7.94,-154.99,-7.2,-5.2,83.3,26.93,27.82
970204,8.01,165.01,-7,-6.5,80.3,28.36,29.06
970204,8.01,-170.04,-4.9,-1.3,81.1,27.47,28.64
970204,-8.06,-109.92,-5.1,2.5,78.2,25.26,25.26
970204,-7.97,-125.02,-6.1,0.3,79,25.8,26.16
970204,-8.28,-154.97,-4.6,-4.2,77.1,27.67,28.68
970204,-8.02,-170.03,-6,-1.3,80.7,28.04,29.4
970204,-8.02,-95.09,-4.4,5.3,81.9,25.03,25.42
970204,9,-140.27,-5.8,-5.8,83.2,25.5,26.24
970205,0.08,-110.01,-2.8,2.1,86.8,23.67,24.01
970205,-0.01,-140.03,-6.4,-1.6,81.2,24.74,25.3
970205,-0.02,-155.03,-9.1,-2.1,76.9,26.05,26.38
970205,-0.01,156.14,-0.3,-0.7,75.3,27.91,29.77
970205,0,165,1,-1.1,80.6,27.21,29.61
970205,-0.03,-170.05,-6.6,-2.3,77.6,27.25,27.25
970205,0.01,-179.93,-6.3,-5.1,76.7,27.99,28.19
970205,1.98,-125.06,-1.3,4.2,88,24.46,24.74
970205,1.98,-154.98,-8.5,-1.1,78.1,26.12,26.31
970205,2.03,156.01,-1.7,-3,81.1,28.9,29.84
970205,2,164.96,-1.2,-2,83.3,27.23,29.69
970205,1.99,-169.95,-7.8,-2.3,85,28.37,27.82
970205,2.01,-179.8,-7.2,-2.9,75.2,28.93,28.9
970205,2,-95.03,-0.5,3.7,88.8,25.11,26.11
970205,-2.01,-139.95,-7.5,-0.3,76.7,25.85,26.02
970205,-1.98,-155.03,-8.3,-3.2,79.3,26.55,26.6
970205,-2,156,-1.1,-1.4,76.1,28.13,29.93
970205,-1.93,164.33,-0.1,2.2,82.5,27.75,29.94
970205,-2,-179.99,-6.5,-5.2,75,28.68,29.05
970205,4.91,-139.84,-6.5,-2,82.5,26.21,26.9
970205,5,-154.92,-7,-0.8,88.6,25.98,26.76
970205,5,156.07,-3.9,-3.6,81.5,28.71,29.68
970205,5.05,165,-4.3,-0.1,80.6,27.44,29.54
970205,-5,-110.01,-5.7,1.5,83.2,23.87,25.29
970205,-4.99,-139.91,-6.5,-1.1,77.2,26.32,26.28
970205,-4.98,-154.98,-6.9,-4.8,77.4,27.48,27.73
970205,-5.01,156.01,1.8,-0.9,79.2,28.68,29.81
970205,-5,165.2,0.3,1.8,79.7,27.75,30.07
970205,-4.99,-170,-5.4,-4.3,77.7,28.2,28.65
970205,-5.03,-179.9,-5.2,-4.5,78.7,28.6,29.35
970205,-5.01,-95.1,-4.4,4.2,80.8,25.04,25.68
970205,8.02,-125.01,-2.7,-6.3,82.2,25.57,26.61
970205,7.94,-154.98,-7.9,-5.9,81.6,26.66,27.87
970205,8.02,165.01,-5.4,-0.6,79.9,28.52,29.05
970205,8.01,-170.04,-7.8,-5.2,80.3,28.32,28.7
970205,-8.06,-109.92,-5.8,0.7,80,25.26,25.24
970205,-7.97,-125.01,-5.6,0.5,79.4,25.72,26.17
970205,-8.28,-154.97,-4.4,-4.5,77.1,27.52,28.64
970205,-8.02,-170.03,-4.9,-3.6,79.1,27.68,29.28
970205,-8.01,-95.12,-4.3,3.3,83.7,25.11,25.43
970205,8.99,-140.28,-7.5,-4.7,84.7,25.77,26.32
970206,0.08,-110.01,-2.7,2.7,89.2,23.71,23.83
970206,0,-140.03,-6.7,-0.5,80.5,24.93,25.36
970206,-0.02,-155.03,-9,-1.1,78.5,26.01,26.28
970206,0,156.15,0.8,1.1,74.1,28.23,29.72
970206,0,165,0.3,1.8,78.7,27.72,29.65
970206,-0.03,-170.06,-7.9,0.6,78.4,27.37,27.28
970206,0.01,-179.94,-4.4,-1.4,79.5,27.75,28.26
970206,1.98,-125.07,-2.8,3.3,87.3,24.5,24.8
970206,1.99,-154.98,-8.8,0.4,78.9,26.08,26.29
970206,2.03,156.01,-1.4,-1.3,84.3,28.04,29.67
970206,1.99,164.97,-1.1,1.3,75.5,28.85,29.95
970206,1.98,-169.95,-8.4,-1.1,89.1,27.78,27.78
970206,2.01,-179.79,-5,-1.3,79.7,28.69,28.98
970206,2,-95.04,1.1,1.2,90,24.69,26.31
970206,-2.02,-139.95,-6.9,-1.9,77.6,25.66,25.83
970206,-1.98,-155.02,-8.1,-2.2,80.5,26.51,26.58
970206,-2,156,-1.6,1.1,73.8,27.89,29.77
970206,-1.93,164.33,-0.8,2.5,83.2,28.06,29.82
970206,-2.16,-170.03,-7.7,-2.6,81.1,28.04,28.18
970206,-2,-179.99,-3.9,-2.8,75.4,28.32,29.06
970206,4.92,-139.84,-6.6,-2.6,86.6,25.7,26.92
970206,4.96,-154.93,-8.1,-1.6,89.3,25.78,26.97
970206,4.99,156.08,-3.6,-3,82.3,28.32,29.54
970206,5.05,165,-3.1,0.1,76.5,28.86,29.64
970206,-5,-110.01,-4.8,1.8,84,23.83,25.23
970206,-4.99,-139.91,-6.9,-0.8,75.6,26.52,26.23
970206,-4.98,-154.99,-7.8,-3,77.8,27.36,27.74
970206,-5.01,156.01,-1.1,1.4,81.5,27.94,29.77
970206,-4.99,165.2,-5.2,3.3,76.8,28.47,29.95
970206,-4.99,-170,-5.9,-3.6,76.1,28.23,28.66
970206,-5.03,-179.9,-2.8,-5.5,73,28.76,29.31
970206,-5.01,-95.09,-5.7,3.8,80.3,25.16,25.77
970206,8.02,-125.01,-3.9,-5.7,84.2,25.13,26.47
970206,7.95,-154.99,-8.2,-4,73.8,27.09,27.75
970206,8.01,165.01,-4.6,-2.6,84.7,28.08,29.01
970206,8.01,-170.04,-7.9,-3.1,74.7,28.05,28.69
970206,-8.06,-109.92,-5.1,0.4,78.5,25.34,25.35
970206,-7.96,-125.02,-5.1,-2.8,81.4,25.64,26.12
970206,-8.28,-154.96,-5.2,-4.1,72.8,28.07,28.68
970206,-8.02,-170.03,-2.9,-4.1,75.9,28.24,29.34
970206,-8.01,-95.11,-6.1,3.6,83.7,25.15,25.5
970206,9,-140.28,-8.2,-5.8,81.7,25.81,26.26
970207,0.08,-110.01,-3,3.2,89.2,23.71,23.68
970207,0,-140.03,-5.5,0.4,79.7,24.73,25.44
970207,-0.02,-155.04,-7.8,-1.3,81.7,25.85,26.16
970207,0,156.14,0.5,3.7,76.2,27.83,29.54
970207,0,165,0.8,-4.1,73.9,28.73,29.89
970207,-0.03,-170.04,-7.5,0.8,74.4,27.17,27.31
970207,0,-179.92,-5.7,0.7,81.1,27.22,28.26
970207,1.99,-154.99,-7.7,0.2,78.5,26,26.29
970207,2.03,156.01,0,3.3,83.2,28.35,29.75
970207,2,164.97,0.1,-3.4,75.1,29.12,29.96
970207,1.98,-169.94,-7.7,2.5,82.3,28.25,27.78
970207,2,-95.03,-0.8,2.1,87.6,25.11,26.54
970207,-2.02,-139.95,-5.6,-1.1,75.5,25.66,25.89
970207,-1.98,-155.02,-7.2,-1.3,84.4,26.51,26.55
970207,-1.93,164.33,0.2,-5.4,79.9,29.12,29.94
970207,-2.01,-179.99,-4.3,1.1,74.5,28.56,29.2
970207,4.92,-139.84,-7,-2.7,85.7,25.62,26.88
970207,4.97,-154.92,-6.2,2.9,84.6,26.3,26.98
970207,5,156.08,-2.9,1.9,81.5,27.93,29.51
970207,5.05,164.99,-1.2,-3.5,79,28.71,29.8
970207,-5,-110.01,-5.9,3.9,82.5,23.99,25.2
970207,-4.99,-139.9,-4.5,-2.7,80,26.01,26.22
970207,-4.98,-154.99,-8.8,-1.3,74.6,27.67,27.78
970207,-5.01,156,-1.9,2.3,83.8,27.17,29.66
970207,-5,165.21,-1.5,-3.7,77.2,28.43,29.95
970207,-4.98,-170,-4.8,-2.8,75.7,28.23,28.75
970207,-5.02,-179.9,-1.9,-0.4,71.8,28.68,29.73
970207,-5.01,-95.09,-5.1,4.1,78.2,25.16,25.76
970207,8.03,-125.01,-5.6,-3.5,85.5,24.33,26.34
970207,7.96,-154.99,-7.8,-4.9,82.9,26.66,27.65
970207,8,165.01,-4.6,-4.1,87.2,27.28,28.94
970207,8.01,-170.04,-7,-3.9,83,27.66,28.58
970207,-8.06,-109.92,-5.2,2.2,78.5,25.38,25.41
970207,-7.97,-125.02,-5,-2.4,79.8,25.64,26.12
970207,-8.28,-154.97,-7.1,-3.8,72.8,28.38,28.62
970207,-8.02,-170.02,-1.7,-2.7,76.3,27.68,29.2
970207,-8.01,-95.12,-4.7,3.6,79.7,25.07,25.55
970207,9,-140.28,-8.3,-6,81.3,25.81,26.28
970208,0.09,-110.01,-2.6,3.1,89.6,23.75,23.76
970208,0,-140.02,-5.4,-0.8,77.6,24.89,25.56
970208,-0.02,-155.03,-7.9,-0.9,79.7,25.73,26.02
970208,0,156.14,1.8,-1.3,74.9,28.47,29.77
970208,0,165,-2.7,-3.4,73.7,28.92,29.86
970208,-0.03,-170.05,-7.3,-0.5,73.6,27.21,27.29
970208,0,-179.93,-4,-1.3,78.7,27.58,28.37
970208,1.98,-125.07,-2.6,3.3,85.7,24.96,25.2
970208,1.99,-154.98,-7.9,0.2,77.7,25.88,26.22
970208,2,164.96,-3.8,-2.8,80.6,28.51,29.87
970208,1.99,-169.95,-7.8,1.2,83.8,27.78,27.87
970208,1.99,-95.03,-1.6,0.9,86.8,25.53,26.47
970208,-2.01,-139.95,-5.4,-3,75.9,25.66,25.91
970208,-1.98,-155.02,-7,-1.2,83.2,26.48,26.54
970208,-2,156,-0.5,-2,76.5,28.45,30.04
970208,-1.93,164.33,-0.6,-3.7,78,29.12,29.95
970208,-2.16,-170.03,-6,-3.1,79.2,27.62,28.36
970208,-2.01,-179.99,-4.3,-1.3,74.1,28.32,29.19
970208,4.91,-139.84,-6.9,-1.9,82.9,26.25,26.83
970208,4.99,-154.92,-8.1,-1.4,90.1,25.59,26.99
970208,5,156.06,-1,-2.2,80,28.16,29.78
970208,5.04,165,-5.9,-1.7,79,28.9,29.69
970208,-5,-110.01,-6,3.1,81.3,24.02,25.14
970208,-4.99,-139.9,-4.2,-3.6,78.4,26.13,26.49
970208,-4.97,-154.99,-7.8,-1.4,77.4,27.52,27.75
970208,-5.01,156.01,-2.6,0.6,80.3,28.41,29.76
970208,-5.01,165.21,-0.6,-3.2,73.9,28.7,30.08
970208,-4.99,-170,-4.3,-3.7,76.9,27.88,28.76
970208,-5.02,-179.9,-1.9,-0.4,73.4,28.04,29.81
970208,-5.01,-95.09,-5.5,2.5,76.1,25.12,25.7
970208,8.03,-125.01,-4.7,-2.3,83,25.61,26.38
970208,7.94,-155,-7,-6.5,77.9,26.93,27.54
970208,8,165.01,-5.3,-4.2,84.7,28.04,28.9
970208,8.01,-170.04,-7.2,-5.3,78.8,28.01,28.74
970208,8.05,-94.94,-4.2,-3,80.9,26.18,26.96
970208,-8.05,-109.92,-6,1.8,79.3,25.57,25.43
970208,-7.97,-125.02,-5.7,-1.4,80.6,25.8,26.14
970208,-8.28,-154.97,-7.5,-2.1,73.6,28.54,28.61
970208,-8.02,-170.03,-3.2,-1.4,78.7,27.4,29.22
970208,-8.01,-95.12,-5,2.8,79.3,25.11,25.64
970208,9,-140.27,-7.5,-6.3,84.7,25.57,26.22
970209,0.08,-110.01,-2.3,1.2,89.6,23.99,24.57
970209,0,-140.02,-5.3,-0.8,79.8,25.04,25.72
970209,-0.01,-155.03,-7.2,-0.3,79.7,25.69,25.84
970209,0,156.14,1,-2.5,77.4,27.95,29.55
970209,0,165,-4.9,0.1,73.7,28.9,29.99
970209,-0.03,-170.05,-8,-1,74.4,27.21,27.31
970209,0.01,-179.92,-7.2,-1.5,73.9,27.83,28.4
970209,1.99,-125.06,-3,4.3,86.9,24.92,25.32
970209,1.99,-154.98,-6.4,-0.4,81,25.8,25.9
970209,2.03,156.01,-2.9,-3,86.9,27.89,29.62
970209,1.99,164.97,-5.2,0.2,80.6,28.35,29.85
970209,1.99,-95.03,-2.4,2.7,85.6,26.1,26.63
970209,-2.01,-139.95,-5.4,-1.1,75.5,25.78,25.97
970209,-1.98,-155.02,-7,-2.4,79.7,26.36,26.55
970209,-2,156,1.9,-2,80.5,27.77,29.88
970209,-1.93,164.34,-3.5,0.6,79.5,29,30.16
970209,-2.17,-170.03,-7.2,-3.5,81.8,27.7,28.14
970209,-2.01,-179.99,-5.5,-2.9,72.1,28.16,29.13
970209,4.92,-139.85,-6.5,-0.5,86.1,25.82,26.74
970209,4.99,-154.92,-6.9,-2.8,90.9,25.43,27.04
970209,5,156.08,-6,-3.9,83,28.01,29.58
970209,5.04,165,-6.6,-2.4,81,28.23,29.62
970209,-4.99,-110.01,-6.6,2.1,84.4,24.22,25.06
970209,-4.99,-139.91,-5.5,-1,75.2,26.56,26.84
970209,-4.97,-154.99,-6.6,-2.9,79.9,27.52,27.74
970209,-5.01,156,0,-1.5,78.8,28.56,29.93
970209,-5.01,165.21,-2.5,1.3,74.3,28.82,30.31
970209,-5,-170,-6.5,-2.1,82.2,27.01,28.7
970209,-5.02,-179.9,-3.8,-3.7,73.8,28.56,29.79
970209,-5.01,-95.09,-4.1,2.5,78.2,25.12,25.57
970209,8.03,-125.02,-5.4,-3.2,85.5,24.17,26.32
970209,7.94,-154.99,-7,-6.5,78.7,26.97,27.5
970209,8.01,165.01,-7.6,-3.6,78.6,28.6,28.75
970209,8.01,-170.04,-9,-1.9,86.7,26.92,28.62
970209,8.06,-94.95,-5.7,-2.7,79.3,26.32,26.8
970209,-8.06,-109.93,-6.8,1.9,80.4,25.65,25.48
970209,-7.97,-125.02,-7.2,-0.5,80.6,25.95,26.13
970209,-8.28,-154.97,-6.2,-0.1,77.4,28.26,28.55
970209,-8.02,-170.03,-5.5,-3.5,79.1,27.27,29.11
970209,-8.01,-95.11,-4.2,2.7,80.4,25.15,25.71
970209,8.99,-140.27,-7.8,-5.5,87.8,25.34,26.16
970210,0.09,-110.01,-3.8,1.1,88.8,24.2,24.3
970210,0,-140.02,-6.8,-0.2,78.8,25.03,25.8
970210,-0.01,-155.04,-7.2,-1.2,81.7,25.69,25.84
970210,0,156.15,-0.9,3.1,77,27.83,29.54
